user,text,hashtags,created_at
RichardJSimmons,"@British_Airways Thanka for the prompt reply, I'll stick with that!  Also suggest you get someone to take a look at the Verify app reviews, not entirely sure it's a brand/app BA want to be associated with!",[],2021-10-29 15:14:58+00:00
Johnmil06604446,@British_Airways trying to check in online for Canada but can’t as I don’t have correct docs according to app. I have ETA and all clear on VeriFLY. Any advice with the API or just check in at LHR?,[],2021-10-29 15:12:50+00:00
CarrieaMitchell,"@British_Airways I can't reach a phone rep. Part of my BA trip was just canceled from Morocco, but not the other flight to it, via Madrid Nov 24-28, given recent changes. I sent a DM, I need assistance.",[],2021-10-29 15:11:43+00:00
goonerlgh,"@British_Airways Website not loading, so no chat option. No reply to my question on Twitter yesterday and phone line says you've too many calls to put me through to a person and then cuts off. Very bad customer service.",[],2021-10-29 15:10:34+00:00
KatieSmith1993,@British_Airways please can you reply. 3rd hung phone call hung up today to you guys after waiting more than an hour :(,[],2021-10-29 15:10:30+00:00
GayerStuart,@British_Airways I have tweeted my disappoint in the service and have been sent a DM which I have answered and have had radio silence since . This is terrible customer service . I have emailed your team to avail . Terrible service from BA,[],2021-10-29 15:05:02+00:00
KatrinaStamp,"@British_Airways Sent you a DM @British_Airways a few days ago.... do you think replying, answering my complaint &amp; refunding my £ could be a priority?",[],2021-10-29 15:03:12+00:00
__natashahudson,"@British_Airways my voucher is showing as ""already been applied"" and it definitely hasn't. Can someone help me ASAP????",[],2021-10-29 15:01:46+00:00
RayMcKee555,"@British_Airways  I have been trying to get through to your customer service team all day without success.  I have booked my entire trip including flights, hotel and excursions and have been told my outbound flight has been brought forward a day leaving me stranded. Poor show!",[],2021-10-29 15:00:34+00:00
BAirwaysSucks,@British_Airways British Airways a is a racist airline which mistreated my wife and stole my money by fraud,[],2021-10-29 15:00:03+00:00
calvinliu96,@British_Airways Your welcome,[],2021-10-29 14:58:28+00:00
BAirwaysSucks,"@British_Airways Basically you as a organization are racist and have defrauded me of my money for a business class ticket when you treated my wife like dirt, you dirtbags",[],2021-10-29 14:57:41+00:00
BAirwaysSucks,@British_Airways At every step your staff has been rude and unhelpful. I am going to dispute the charge with my credit card company because your airline is RACIST and has hot the worst attitude known to mankind,[],2021-10-29 14:56:48+00:00
broad_cody,@British_Airways   How do I get my refund?,[],2021-10-29 14:56:44+00:00
BAirwaysSucks,@British_Airways Why did you refuse to let a business class travelor into the business class lounger you racist pigs? Was it because she was Indian?,[],2021-10-29 14:55:50+00:00
BAirwaysSucks,"@British_Airways Then comes the RACIST part, though she had a business class ticket and was in transit through heathrow and delayed 12.5 hours due to BA incompetence, they REFUSED to let her into the BA business class lounge",[],2021-10-29 14:55:07+00:00
Davethechoo,@British_Airways . WE are travelling to Madeira with BA in a few weeks. looked at entry requirements. Is it just the Madeira health declaration we need . as PLF for Portugal doesn't mention Madeira.  Thanks,[],2021-10-29 14:54:14+00:00
BAirwaysSucks,@British_Airways They then rebooked her to reach more than 12.5 hours later with an extra stop and made he REDO all the paperwork with BA TravelDOcs and India to reissue her boarding pass. Your staff absolutely refused to help.,[],2021-10-29 14:54:03+00:00
Florenceba1,"@British_Airways You have changed my flights, which has not a knock-on effect and will make me miss my connection. Impossible to speak to someone. PLEASE CAN YOU HELP.  Your customer service is rubbish",[],2021-10-29 14:53:16+00:00
BAirwaysSucks,@British_Airways when she landed in london they refused to let her board her flight to chennai even though she showed them the verified email from BA TravelDocs and she had a boarding pass,[],2021-10-29 14:53:00+00:00
BAirwaysSucks,"@British_Airways Your cabin staff refused to clean the business class seat covered with vomit stains and made my wife, a doctor, sit in the vomit stained business class seat for 9.5 hours",[],2021-10-29 14:52:13+00:00
beasthowdareyo1,@British_Airways hi! I have a question about an upcoming flight regarding seating. Could you please DM me?,[],2021-10-29 14:52:12+00:00
ErnieSaint,@British_Airways Thanks for getting back to me. This doesn’t give information for people needing to transit. It only gives information about people wanting to go into Hong Kong and leave the airport. I want to know if there’s any restrictions for people having to transit only. Hope you can help,[],2021-10-29 14:51:44+00:00
BAirwaysSucks,"@British_Airways Finally after boarding her after tormenting her for 90 minutes in Dallas, she was placed in a dirty business class seat covered with vomit stains and smears",[],2021-10-29 14:51:29+00:00
DeokarNiranjan,"@British_Airways  Hello, I will be traveling with my wife and 17 Month old infant daughter from Glasgow, UK to Mumbai, India tomorrow morning. My wife and I are fully vaccinated in UK and we have done our RT PCR covid test and the result is negative.",[],2021-10-29 14:50:48+00:00
BAirwaysSucks,@British_Airways Your staff refuse to help with any documents despite every web page and email from BA stating it could be done at check in if not done earlier,[],2021-10-29 14:50:23+00:00
SarahKGasson,"@British_Airways you’ve lost my car seat and damaged my baby daughters luggage, yet you won’t give me a spare car seat nor give me a reference number for the damaged bag.",[],2021-10-29 14:49:43+00:00
BAirwaysSucks,"@British_Airways First you refused to let her board her flight from Dallas to London claiming she did not upload her travel documents (she did, several times).",[],2021-10-29 14:49:38+00:00
BAirwaysSucks,"@British_Airways My wife, a respected doctor, is being tormented by your staff in Heathrow right now. Have you no shame? You collected money for a business class fare and treated her like dirt.",[],2021-10-29 14:48:18+00:00
ChloePrior94,@British_Airways Thanks. It was just confusing because the Manchester to Heathrow flight was there at the start of the week but an earlier flight has yet to be reinstated.,[],2021-10-29 14:48:12+00:00
AmyJaneT1971,"@British_Airways I’m travelling MAN-LHR-BAH but can’t get my boarding passes, message says the travel docs I’ve entered are not valid. I’ve  downloaded VeriFLY, have uploaded all my certificates, VeriFLY has cleared me for travel so am a bit confused. What details are not valid?",[],2021-10-29 14:46:34+00:00
DrJuliaAttias,"@British_Airways But that’s not my only point though is it. The queuing is one thing and then when I eventually got through, the person cut me off. How do you explain that? And what is one supposed to do when that happens? Call back and wait for another hour?",[],2021-10-29 14:45:28+00:00
PryerRobert,"@British_Airways on your A380 flights to &amp; from Madrid, is it going to be a box standard normal A320 service or will it have the entertainment facilities in the seats etc. Thank you in advance",[],2021-10-29 14:43:35+00:00
Phatboyscott,"@British_Airways, please could you urgently reply to my direct message.",[],2021-10-29 14:41:08+00:00
valeria_mrtnez,"@British_Airways Hi Asad, just sent it. Thank you",[],2021-10-29 14:36:59+00:00
roby_bontempo,@British_Airways it's the third time that I get disconnected after holding for over 1 hours each time. I cannot proceed with my booking and I don't even know if it's been confirmed. I understand that lines are busy but this is an absolute joke! Please help!,[],2021-10-29 14:36:03+00:00
craigpb,"@British_Airways I invested in TAG last year £63. Second flight this year and still not working, what gives?",[],2021-10-29 14:33:49+00:00
lolbert,@British_Airways I have a BA holiday to Morocco booked in November but you are not able to fly there at the moment. The final payment on the holiday is due today so what do I do? BA Hols aren’t answering the phone,[],2021-10-29 14:31:17+00:00
ZoeAStewart,@British_Airways hi! We had flights booked for 31/10 that have been cancelled but we’re still getting reminders &amp; can’t apply for a refund online. Ph lines all not working this afternoon. Don’t want to “miss” flight Iose tickets - any suggestions?,[],2021-10-29 14:30:52+00:00
andrew_travel,"@British_Airways And tell me Neil, whilst the prices of flights are increasing… I just have to accept that because the customer service support is lacking. Honestly, awful… I’ve made a post on LinkedIn and copied in the BA holidays MD! It’s travelling 4 weeks today… I need to sort my plans!",[],2021-10-29 14:26:35+00:00
alisondayrn,@British_Airways Flying next Friday and trying to pre-order (as instructed per email) from The SpeedBird café but the site is not recognising the flight number. Can you assist please? I tried with and without the BA prefix! Thanks! https://t.co/BbQ0lK9hs1,[],2021-10-29 14:25:39+00:00
suzzie26,@British_Airways could you shine any light as to why my advances passenger information is now showing as incomplete.  It has been fully completed since I first booked.,[],2021-10-29 14:25:25+00:00
SenesiAlioscia,"@British_Airways It is a complicated matter that may or may not involve discrimination therefore kindly provide a safe email address where I can list details,  thanks",[],2021-10-29 14:24:01+00:00
pauliecrawlie,@British_Airways British airways customer service is an absolute disgrace. I have literally been on the phone for 3-4 hours today waiting to get through to executive Club. Calls get cut after an hour of waiting. You are a disgrace Brigish Airways,[],2021-10-29 14:23:55+00:00
Ms_Ambrose,@British_Airways I have just private messaged you,[],2021-10-29 14:22:44+00:00
pauliecrawlie,@British_Airways @KarlMatter Disgrace!,[],2021-10-29 14:21:31+00:00
pauliecrawlie,@British_Airways @Maud11092896 It’s impossible to get through. Disgrace! British Airways!,[],2021-10-29 14:21:14+00:00
TomVoaden,@British_Airways being asked to verify my covid travel docs to save time ahead of flight to Denmark - it keeps saying the pdf can’t be verified - if I turn up at airport with paper vaccine proof can I just check in there instead if this doesn’t work?,[],2021-10-29 14:21:01+00:00
pauliecrawlie,@British_Airways British airways you are a disgrace! You make it impossible to redeem vouchers. They’re only redeemable by phone. You cannot get through. The calls get automatically dropped after one hour of waiting. You do everything in your power to make sure they cannot be redeemed! Disgrace!,[],2021-10-29 14:20:05+00:00
dianne_ramsay,"@British_Airways @PLAYinCHOC How lovely. May I suggest you divert some of your excellent and industrious Twitter team to man the phones for your Exec Club members? 5 phone calls and £ later I still can’t find anyone to help me rebook my holiday using my travel vouchers. Come on BA, sort it out.",[],2021-10-29 14:18:30+00:00
RavDC,@British_Airways Great thanks Kelly! Yes manchester and back from lhr!,[],2021-10-29 14:18:02+00:00
topowl1,"@British_Airways 6 hours now with not being able to contact you re existing booking cancellation by phone (you’re not not able to take calls), chat it useless &amp; social media routes not answered. How do I contact you",[],2021-10-29 14:15:46+00:00
lewbIues,@British_Airways I only received part of my refund today and not all of it 😭 please help,[],2021-10-29 14:14:00+00:00
LindseyPriddle,@British_Airways Thank you. Keep you posted 👍,[],2021-10-29 14:12:42+00:00
ashausten8,"@British_Airways  shocking customer service been trying to call for a week and keep getting cut off, due to go in 7 days and need help!! What am I meant to do!",[],2021-10-29 14:10:57+00:00
BumpyHameed,@British_Airways: kudos Jim Davies at Speedbird Centre British Airways for sending me a copy of “Mapping the Airways” pro bono as I was unable to order it online..a great book !!,[],2021-10-29 14:10:53+00:00
nailsbyMH,"@British_Airways hello trying to change a flight and the app won’t let me do it, when I phone I get cut off please help",[],2021-10-29 14:05:43+00:00
lsrampersad,@British_Airways Messaged: awaiting response  Thanks!,[],2021-10-29 14:05:07+00:00
andrew_travel,"@British_Airways @British_Airways its a BA package. I have gone through all the options to try and get hold of your... I am getting no where. Thanks, Andrew",[],2021-10-29 14:04:44+00:00
Ed6114,@British_Airways I guess part of the poor service is not replying to messages anymore?,[],2021-10-29 14:04:40+00:00
DakshaPearson,"@British_Airways - our flights are within next 5 weeks, been trying to contact you by phone,email, chat for the last 4 weeks….. can someone help me pls??",[],2021-10-29 14:04:17+00:00
KiraDhaliwal,@British_Airways I did and no one replied. I messaged on Tuesday,[],2021-10-29 14:02:32+00:00
MrPaulRadford,@British_Airways That way if they don’t like the flights you’ve put them on you can charge them more !!,[],2021-10-29 13:59:05+00:00
mr_hooper,"@British_Airways your customer service is absolutely crap!!! Travelling within 8 weeks, cancelled flights can’t cancel them online, have to phone up, I phone up 5 times in a week and get hung up on EACH TIME I am taking the matter to trading standards",[],2021-10-29 13:57:38+00:00
LindseyPriddle,"@British_Airways Thanks Neil, on our way there now. Cheers.",[],2021-10-29 13:57:20+00:00
skinnergreg,@British_Airways I can never ever get through. Can someone message me. Have DM”d. Executive club can’t/won’t help. I need the holidays team.,[],2021-10-29 13:53:08+00:00
iamkerriecarter,@British_Airways over a week and you’re still ignoring my tweets and won’t connect my calls. Worst customer service I’ve ever experienced. Thanks for ruining my holiday! 🤬,[],2021-10-29 13:51:17+00:00
cjfromlondon,@British_Airways the online manage my booking service has been exceptionally slow or not working at all for weeks now and it is taking between 30-60 mins or longer to get through to customer services. Why should we pay so much and get so little in return?,[],2021-10-29 13:47:45+00:00
stjohnbickley,@British_Airways once again a late departure for 542.  Never on time. And hate staff see. More interested in chatting than expediting boarding,[],2021-10-29 13:45:45+00:00
krazykitkats,@British_Airways We are due to fly to the USA on 9 Nov. We naively thought we’d be ok to travel with our AstraZeneca vaccines but it doesn’t seem to be the case. What’s the chances we can still go without quarantining or will we need to delay until they recognise AZ as a vaccine?,[],2021-10-29 13:42:28+00:00
KellyVonLipwig,@British_Airways Hi! I’m trying to upgrade my flights but each time the website tells me the below error message. I don’t actually have multiple bookings open and I’m only trying to upgrade one flight selected. What should I try next? https://t.co/VTOypqwKLz,[],2021-10-29 13:42:09+00:00
MJH_1995,@British_Airways I filed for compensation for my cancelled flight over 12 days ago which resulted in me being delayed 24 hours. I have had no response to this claim. I want to know what the status is but I have called and no helpful answer,[],2021-10-29 13:41:52+00:00
LewisTinsley,@British_Airways Hi can you follow so I can DM about flight issue I’m having please,[],2021-10-29 13:41:18+00:00
olijac40,@British_Airways I booked at two flights yesterday made a mistake and cancelled twice on the phone under the 24hr promise. Each time cancel confirmation hasn't come through although confirmed on the phone. Need confirmation so I can rebook.  Spent 4hrs on the phone. Can you help?,[],2021-10-29 13:40:31+00:00
AdamBurgess7,@British_Airways Hi guys - I made a booking for a flight in January but put my wife under her married name rather her maiden name (as per passport). Unfortunately the advice is that it's 10 weeks for passports so can I change her surname to her maiden name for travel?,[],2021-10-29 13:35:39+00:00
cassidylea__,@British_Airways Any chance of a reply to the messages/tweets I’ve been sending for days since we can’t get an email reply or a conversation on the phone?!,[],2021-10-29 13:34:11+00:00
karendvince,"@British_Airways Just had a live chat with Gemma who has been brilliant and sorted out lots of different changes for us, so pleased",[],2021-10-29 13:32:40+00:00
Voice4woman,"@British_Airways I have already sent a DM and given all the details already requested! Booking ref, full name of passenger, full address of card holder, last 4 digits of card used to book. It’s a simple question! BA offer this service then don’t arrange for it to happen. Like on outward journey!?",[],2021-10-29 13:31:52+00:00
skinnergreg,@British_Airways payment due yesterday for holiday. You told me vouchers would be credited. Still not done. There should be no balance.,[],2021-10-29 13:31:01+00:00
runsounds,"@British_Airways Hi there, second call coming up to an hour now and not spoken to anyone yet. Have sent DM.",[],2021-10-29 13:26:51+00:00
MissMulberry82,@British_Airways Thanks for the reply Amy.. it has now been verified. I’m now ready to fly ✈️ 🇮🇹,[],2021-10-29 13:26:09+00:00
oseasmortgage,@British_Airways we have now been waiting for 6 weeks for replies to two complaints we have filed requesting refunds for flights that were delayed.  How much longer are we expected to wait whilst you sit on our money?,[],2021-10-29 13:25:50+00:00
Uniquepikachu24,@British_Airways please can you look at your Dm as im really stressing out as no one is helping with my enquiring,[],2021-10-29 13:25:39+00:00
andrew_travel,"@British_Airways what is the best way to get through to you, whatever time of day you cut me off... and chat is not available. I understand you are busy, but the worst customer service right now... meanwhile flight prices are rising! Getting so frustrated!!!!!!",[],2021-10-29 13:25:22+00:00
vvn_bk,"@British_Airways, I booked two ticket last year and the airline exchanged our tickets to vouchers. I would like to know if it is possible to get a refund of the amount paid, as we will not be travelling in the near future. and if not possible, what are the procedures.",[],2021-10-29 13:22:52+00:00
EmmaBurchett3,@British_Airways I have already on many many social media platforms!,[],2021-10-29 13:19:52+00:00
andrew_travel,"@British_Airways @British_Airways, still no luck... meanwhile flight prices are increasing because I cannot get through to you! I have held again for 1.5 hours this morning... and your chat system is forever offline!!",[],2021-10-29 13:18:14+00:00
clarkefergus,"@British_Airways I’ve used macOS and iOS, both with chrome. Same result. No accept button visible.",[],2021-10-29 13:14:20+00:00
AllenAuchterlo1,@British_Airways can someone contact me to discuss moving the flight to a later one on the same day we are due to travel. https://t.co/gXkP0CL022,[],2021-10-29 13:11:31+00:00
AllenAuchterlo1,@British_Airways Have had a flight cancelled and rebooked on to an earlier flight without any consulation when there are later flights available on the same day. Have called and tried online but have been kicked out after waiting 2 hours. Not a great service for executive member.,[],2021-10-29 13:08:43+00:00
talkswithjordan,"@British_Airways you have the worst customer service in fucking existence, -_- 5 calls and you can’t change my flight leave me on hold for a fucking hour kmt",[],2021-10-29 12:59:03+00:00
charlie_litch,"@British_Airways @mrssarahlmoore Standard stuff, haven't bothered responding to my emails for over a month, ignoring DMs, won't even acknowledge a tweet with a templated response.",[],2021-10-29 12:58:54+00:00
luciofracaro,@British_Airways continues to ignore all contacts,[],2021-10-29 12:58:25+00:00
SummerfieldTEC,@British_Airways why would 90 tier points be deducted from my account TWICE when this is not the rollover to a new year? Random deleting of points. Please explain,[],2021-10-29 12:57:11+00:00
daisygrattan,@British_Airways Please can you dm me about cancelling,[],2021-10-29 12:55:42+00:00
Sophiepelling,@British_Airways I have been waiting 3 days for a response on here. I have tweeted 3 times now and dmd all the details twice now. Can someone respond?!,[],2021-10-29 12:54:31+00:00
mark_sup,@British_Airways This is very misleading.  The customer support team will throw up every barrier in order to get BA extra money.  I've spent 5 hours on the phone trying to sort things out.  Rubbish airline. Rubbish staff.,[],2021-10-29 12:52:19+00:00
scottbmoran,"@British_Airways @British_Airways i sent a private message, no response yet? I'm also on a call waiting for third day in a row! How do i get help?",[],2021-10-29 12:50:57+00:00
Sandraherbert10,"@British_Airways you have the wrong first name for my husband, how can i change this please?",[],2021-10-29 12:44:50+00:00
DaveSevitz,"@British_Airways  Having tried for a week to get a response on a baggage claim via email, chatbot, voice call with no success I realise that “ your call is not really important to BA “",[],2021-10-29 12:44:10+00:00
stjohnbickley,@British_Airways total chaos in south lounge at lhr today. 30 minute wait plus for food. Then they serve the soup with a fork. Come on BA we deserve better.,[],2021-10-29 12:42:07+00:00
Alice19642398,@British_Airways I have had the same issue - the flight is tomorrow and I cannot get through on the phone. This is urgent. Why does @British_Airways not respond to their customers,[],2021-10-29 12:40:40+00:00
mikegays,"@British_Airways I need to add my baby to my existing booking. I have tried calling time and time again, currently an hour into yet another hour long + hold. Most of the time the line just dies. Why is this so difficult!? Shambles!",[],2021-10-29 12:40:32+00:00
GodsallTracy,@British_Airways  Trying to book a covid cancelled flight booked using avios. Holding on for an answer for 1hr 30 then suddenly cut off. Not a happy customer.  BA any reason for this please?,[],2021-10-29 12:40:05+00:00
VarunJain203,"@British_Airways Hello, are Indians allowed to transit through UK to go Ireland ? I hold an Irish visa and wish to fly through BA from India.",[],2021-10-29 12:38:38+00:00
SueHughes007,@British_Airways can you tell me anything more about my rerouted BA2703 flight from Tenerife to Heathrow on Friday 5th November at 13:10??  Thank you!,[],2021-10-29 12:37:50+00:00
ImRavikiranA,"@British_Airways Dear Team, can you advise on how can a full cricket kit be carried on your flight from Hyderabad to Glasgow? Thanks 😊",[],2021-10-29 12:37:38+00:00
DipRoy80332663,"@British_Airways I had converted ny Avios to Nectar on 19 October, but even after 10 days my nectar balance has not been credited yet. Can't get through to the customer support representative on 03444930747 or 03444933303 or chat. Can you help urgently please? Thanks.",[],2021-10-29 12:37:28+00:00
Sandraherbert10,@British_Airways i have a cancelled flight and have been offered an alternative &amp; i have noticed BA has my husband's wrong first name. I cannot access manage my booking to change it because of the cancelled flight situation. BA has my first name on both our bookings how can I change this please?,[],2021-10-29 12:35:17+00:00
Uniquepikachu24,@British_Airways Can you please reply to my Dm or give me a number to call as I’ve been trying to sort out a issue for 2/3 days now and haven’t got any where and all I need is some clarification,[],2021-10-29 12:33:07+00:00
RavDC,@British_Airways I'm flying to Manchester tomorrow. Do I still need to fill a passenger locater form and proof of vaccination?,[],2021-10-29 12:32:51+00:00
MS68vip,"@British_Airways our case ID is 22401673. We've already paid for transfer to and from hotel to airport, but so far had to pay for a taxi as no service provided. Do we pay for taxis again?",[],2021-10-29 12:32:10+00:00
Voice4woman,"@British_Airways I’ve asked for mobility assistance prior to my flight at terminal5 (use of wheelchair). Where will I get this, I will arrive at terminal via tube, Saturday between 3-5pm? I have messaged privately, supplied reference details as requested. Still NO answer!",[],2021-10-29 12:28:25+00:00
MS68vip,"@British_Airways please help we had an issue with our airport transfer from Palma Mallorca to our hotel, have not been provided with any details of transfer service that we paid for.",[],2021-10-29 12:28:23+00:00
jasminefaife,@British_Airways hey my flight BA2799 on 4th Nov has a status of rerouted - flight time and arrival time look to be the same so can you tell me what rerouted means pls?,[],2021-10-29 12:28:17+00:00
nicky7433,@British_Airways pls could you tell me whether BA2861 from Dalaman on Sunday 31st is flying into Gatwick or LHR? It is not clear at the moment!!,[],2021-10-29 12:27:58+00:00
topowl1,"@British_Airways having an awful time trying to speak to someone regarding advice on cancellation of an existing booked holiday.  No available telephone contact, chat bot uses less, auto replies to Twitter &amp; FB messages.  Hi do I get specific advice to my booking?",[],2021-10-29 12:23:07+00:00
JamesWorldToday,"@British_Airways @emerald1910 Yes indeed! Whenever you manage to fly, Edmund, hopefully in the near future, have an excellent trip! 👍",[],2021-10-29 12:21:28+00:00
I_am_sago,@British_Airways Awesome... 😀,[],2021-10-29 12:19:35+00:00
LisaDannyEvetts,@British_Airways have still not paid me back for flights they cancelled. Paying $5800 for flights and only receiving a voucher for $5000 is not acceptable. Going on 5months. #britishairways #scam #BAworstairline #terriblecustomerservice,"[{'text': 'britishairways', 'indices': [174, 189]}, {'text': 'scam', 'indices': [190, 195]}, {'text': 'BAworstairline', 'indices': [196, 211]}, {'text': 'terriblecustomerservice', 'indices': [212, 236]}]",2021-10-29 12:16:36+00:00
heather_maria83,@British_Airways Hi my flights have been cancelled and re-arranged by you but I want to changes the dates/times. I did this for our outbound easily but can’t get back into the booking to make a change to the inbound now. Can you help?,[],2021-10-29 12:16:15+00:00
helenleyster2b,"@British_Airways With respect, you haven’t answered my question. I know how it works, however there’s a long term issue with your site not working no matter what browser or equipment. Sometimes it pulls things up other times I get a default holidays page. Sometimes it works fine",[],2021-10-29 12:14:06+00:00
Voice4woman,"@British_Airways waiting for a reply to my question which shouldn’t be difficult to answer! Why is it taking so long? Looking for clarification on mobility assistance at Heathrow T5. Supplied all reference points, only to get yet another generic bit reply. Come on!",[],2021-10-29 12:12:19+00:00
dblacksam,@British_Airways flew back from Palma tonight.  Really disappointed that cabin crew did nothing to get passengers wearing their masks round their chins to wear them properly.,[],2021-10-29 12:10:28+00:00
Subsy,"@British_Airways Personally, I would like to know what BA has done to improve the quality of its customer service. I am asking because at the moment it sucks badly.",[],2021-10-29 12:09:53+00:00
LunkinVadim,"@British_Airways Hi, I will be flying JNB LHR and directly onwards LHR AMS on two separate reservations with BA. I am a Russian citizen. Would I need a visa to transit at LHR?",[],2021-10-29 12:07:04+00:00
rossrobson,@British_Airways why is it impossible to speak to someone in your Customer Services?,[],2021-10-29 12:01:52+00:00
johnmaynard99,@British_Airways I cannot change online or get through on the phone to you. Tracy in Sales has added her name to my surname on my booking W6K4GF which needs to be corrected. I am John Maynard and not John Maynardtracy. Thank you.,[],2021-10-29 12:00:34+00:00
m_saddique1,"@British_Airways My brother has had an email to say that is flight from Pakistan will be leaving later than scheduled. However, he will not arrive in London before the connecting flight from LHR to MAN leaves. What will happen",[],2021-10-29 11:52:28+00:00
Alice19642398,@British_Airways My flight is currently booked for tomorrow and I cannot get through to anybody. This is really unacceptable for an airline,[],2021-10-29 11:50:59+00:00
azkhan01,@British_Airways hello I need help with a flight + holiday booking for today. Cannot get through to you on the phone,[],2021-10-29 11:50:49+00:00
Subsy,@British_Airways I have trying to call you because I just can’t add an extra luggage bag for a flight that leaves tonight. I have been trying you from Wednesday but no luck! There is no tab under manage my booking to do so. I feel let down especially after paying a small fortune for the ticket.,[],2021-10-29 11:50:38+00:00
mattia73973754,@British_Airways I have a return flight from London to Amsterdam. Would it be possible to change just the return flight from a different airport and also different date ?,[],2021-10-29 11:48:47+00:00
DeevineGoddess,@British_Airways can someone get back to me please,[],2021-10-29 11:48:35+00:00
danrickman86,@British_Airways I've been on hold for over an hour this is such a poor service. I've had to dial again as we were using my wife's phone and she had to go out... making a booking is becoming impossible!,[],2021-10-29 11:46:12+00:00
kakaEPT,"@British_Airways @PLAYinCHOC hi, your online system is not leting me check in online from  a flight today Porto to London. Can you check it out and give me a heads up?",[],2021-10-29 11:44:23+00:00
vmjolt,@British_Airways Thanks,[],2021-10-29 11:42:59+00:00
terrydotcom,@British_Airways Any danger of someone answering the phone on option 2?,[],2021-10-29 11:42:16+00:00
KateHol48398566,"@British_Airways - all pre flight verification complete, can’t check in online. Chatbot, next to useless.",[],2021-10-29 11:36:34+00:00
Vera2020Spain,"@British_Airways Thank you Chris, just sent DM.",[],2021-10-29 11:35:56+00:00
stevenrice67,"@British_Airways hi, I have points through Exec Club but cannot remember any details. Can you help please?",[],2021-10-29 11:35:10+00:00
madhurima_b,@British_Airways So how can we book tickets during the sale? Please can you get back to me asap? #waiitng,"[{'text': 'waiitng', 'indices': [97, 105]}]",2021-10-29 11:33:01+00:00
Jaceshek,@British_Airways thanks to the super helpful and friendly cabin crew helping us catch a tight connection. Special shout out to Nadia!,[],2021-10-29 11:31:04+00:00
hackedoffwoody,@British_Airways good morning I had to cancel a flight this morning- and very promptly received an email with two voucher codes. There is no details of the value of the vouchers and no mention of the companion voucher that was used on this booking?,[],2021-10-29 11:30:36+00:00
IanMForrest,"@British_Airways Many thanks, I have sent you a DM with the details and my query - thanks",[],2021-10-29 11:29:45+00:00
ramos_mastache,"@British_Airways Hi, next week I will be flying from Amsterdam to Mexico. My flight has a conexion flight to London. Would I need to take a COVID-19 testing package if I will not stay for more than 3 hours in London? I send you a private message but no response so far.",[],2021-10-29 11:27:59+00:00
Georgia66607704,@British_Airways why are there no flights to Krakow from London in November 2021?,[],2021-10-29 11:25:13+00:00
Christo15882611,"@British_Airways pls help, I've been trying to change a booking for 3 days, called 5 different numbers and no one seems to be able to help me",[],2021-10-29 11:24:17+00:00
davecrasher,@British_Airways  Please can someone contact me ASAP as I need to amend a flight and hotel . Your website and customer services are useless and can't get hold of someone to speak too. Very annoying,[],2021-10-29 11:22:23+00:00
hassanmadni,"@British_Airways  I am traveling LHR to MAN on Monday, domestic of course, hope I don't need to get a covid test done before that domestic flight?",[],2021-10-29 11:19:31+00:00
EmilyLBright,@British_Airways is there a known problem with checkout on https://t.co/zrynmfe7T2? Been trying since Sunday to purchase flights and get stuck after payment is authorised every time. No joy with emailing my enquiry 😢,[],2021-10-29 11:17:54+00:00
ClimentJulia,"@British_Airways for the last three hours I have been trying to contact an agent by phone, chat &amp; Twitter. Impossible task. Shocking “customer service”.",[],2021-10-29 11:10:23+00:00
zolabon,"@British_Airways if I keep tweeting will someone call me? I am getting nowhere with DM or phone calls and your website doesn’t allow me to make the amendment. Need to pay balance after change, hardest 10k I’ve tried to spend in my life. Must be paid Monday 😡",[],2021-10-29 11:06:22+00:00
Uniquepikachu24,@British_Airways Please reply,[],2021-10-29 11:02:52+00:00
Mfitz66hotmail1,"@British_Airways Trying for 3 weeks now to speak on the phone. Flights cancelled, alternatives not suitable. Includes hotels..I just want a refund...not a voucher!",[],2021-10-29 11:02:51+00:00
baaadam,"@British_Airways Hi Rob. That’s why I’m reaching out to on here. I’ve been on the phone twice, once for over 80mins then 60mins and couldn’t get through. Any chance I can DM you the booking ref and you can help?",[],2021-10-29 10:55:31+00:00
VamsyAkarapu,@British_Airways  can you please respond to my query. I have sent a DM bit no response,[],2021-10-29 10:51:00+00:00
greavespaul1,@British_Airways Sorted now thank you ben,[],2021-10-29 10:50:47+00:00
Uniquepikachu24,@British_Airways I have dm you,[],2021-10-29 10:49:20+00:00
saraduff,"@British_Airways Im trying to change a flight, same date and destination but earlier flight, have tried calling customer services several times but it just hangs up, very frustrating",[],2021-10-29 10:46:29+00:00
janothomson,@British_Airways I’ve had to go with another airline. Absolutely ridiculous.,[],2021-10-29 10:43:02+00:00
russellarathoon,@British_Airways what does this mean to be rerouted?? https://t.co/hNjbp8qQfL,[],2021-10-29 10:41:38+00:00
adventures09876,@British_Airways Please could you check your message box,[],2021-10-29 10:41:31+00:00
RobLeaderC5,"@British_Airways Tried phoning and contacting BA on Twitter but no reply - now had to pay over £1,000 to change a ticket on your website valued at £27 - not great customer service to a loyal Executive Club Member - especially as change was due to Covide requirements to the USA 😒",[],2021-10-29 10:38:09+00:00
km154,@British_Airways I cannot check in for BA459. Any help greatly appreciated,[],2021-10-29 10:35:39+00:00
